ts,ts,min,max,mean,delta_t,integ,rmsd,doors,cabine
2018-01-07 17:45:00,2018-01-07 17:45:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,1.0
2018-01-07 17:50:00,2018-01-07 17:50:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,1.0
2018-01-07 18:00:00,2018-01-07 18:00:00,22.3,22.5,22.4,0.0,4.4799999999999836,0.1999999999999993,1.0,0.0
2018-01-07 18:20:00,2018-01-07 18:20:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0,0.0
2018-01-07 18:40:00,2018-01-07 18:40:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,0.0
2018-01-07 18:55:00,2018-01-07 18:55:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,1.0
2018-01-07 19:15:00,2018-01-07 19:15:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,0.0
2018-01-07 19:20:00,2018-01-07 19:20:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,1.0
2018-01-07 19:25:00,2018-01-07 19:25:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,1.0
2018-01-07 19:45:00,2018-01-07 19:45:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0,1.0
2018-01-07 20:05:00,2018-01-07 20:05:00,22.3,22.4,22.333333333333332,0.0,2.2349999999999524,0.09999999999999787,0.6666666666666666,0.0
2018-01-07 20:10:00,2018-01-07 20:10:00,22.1,22.1,22.1,0.0,0.0,0.0,0.0,0.0
2018-01-07 20:15:00,2018-01-07 20:15:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,0.0
2018-01-07 20:35:00,2018-01-07 20:35:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0,0.0
2018-01-07 20:50:00,2018-01-07 20:50:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0
2018-01-07 21:00:00,2018-01-07 21:00:00,22.6,22.6,22.6,0.0,0.0,0.0,0.0,0.0
2018-01-07 21:10:00,2018-01-07 21:10:00,22.6,22.6,22.6,0.0,0.0,0.0,0.0,1.0
2018-01-07 21:30:00,2018-01-07 21:30:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,1.0
2018-01-07 21:50:00,2018-01-07 21:50:00,22.5,22.8,22.633333333333336,0.0,6.795000000000017,0.3000000000000007,0.0,0.0
2018-01-07 21:55:00,2018-01-07 21:55:00,22.5,22.5,22.5,0.0,0.0,0.0,0.5,1.0
2018-01-07 22:05:00,2018-01-07 22:05:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-07 22:30:00,2018-01-07 22:30:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,1.0
2018-01-07 22:55:00,2018-01-07 22:55:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0,1.0
2018-01-07 23:30:00,2018-01-07 23:30:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,1.0
2018-01-08 00:00:00,2018-01-08 00:00:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0,1.0
2018-01-08 00:05:00,2018-01-08 00:05:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0,0.0
2018-01-08 00:10:00,2018-01-08 00:10:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 00:20:00,2018-01-08 00:20:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0,0.0
2018-01-08 00:35:00,2018-01-08 00:35:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,0.0
2018-01-08 00:45:00,2018-01-08 00:45:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0,0.0
2018-01-08 01:05:00,2018-01-08 01:05:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0
2018-01-08 01:25:00,2018-01-08 01:25:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0
2018-01-08 01:30:00,2018-01-08 01:30:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,0.0
2018-01-08 02:00:00,2018-01-08 02:00:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0
2018-01-08 02:10:00,2018-01-08 02:10:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0,0.0
2018-01-08 02:15:00,2018-01-08 02:15:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0,1.0
2018-01-08 02:20:00,2018-01-08 02:20:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,1.0
2018-01-08 02:35:00,2018-01-08 02:35:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0,1.0
2018-01-08 02:55:00,2018-01-08 02:55:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0,1.0
2018-01-08 03:05:00,2018-01-08 03:05:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0,0.0
2018-01-08 03:10:00,2018-01-08 03:10:00,22.7,22.8,22.766666666666666,0.0,2.2750000000000323,0.10000000000000142,0.0,0.0
2018-01-08 03:15:00,2018-01-08 03:15:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0,1.0
2018-01-08 03:20:00,2018-01-08 03:20:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0,1.0
2018-01-08 03:35:00,2018-01-08 03:35:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0,1.0
2018-01-08 03:50:00,2018-01-08 03:50:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,1.0
2018-01-08 04:05:00,2018-01-08 04:05:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,1.0
2018-01-08 04:10:00,2018-01-08 04:10:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,0.0
2018-01-08 04:15:00,2018-01-08 04:15:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0,0.0
2018-01-08 04:20:00,2018-01-08 04:20:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-08 04:30:00,2018-01-08 04:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-08 04:45:00,2018-01-08 04:45:00,22.8,22.8,22.8,0.6000000000000014,0.0,0.0,1.0,1.0
2018-01-08 04:55:00,2018-01-08 04:55:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 05:10:00,2018-01-08 05:10:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-08 05:15:00,2018-01-08 05:15:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-08 05:25:00,2018-01-08 05:25:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-08 05:30:00,2018-01-08 05:30:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 06:05:00,2018-01-08 06:05:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0
2018-01-08 06:25:00,2018-01-08 06:25:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 06:45:00,2018-01-08 06:45:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:10:00,2018-01-08 07:10:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:25:00,2018-01-08 07:25:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:30:00,2018-01-08 07:30:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:35:00,2018-01-08 07:35:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:40:00,2018-01-08 07:40:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,1.0,0.0
2018-01-08 07:45:00,2018-01-08 07:45:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:50:00,2018-01-08 07:50:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2018-01-08 07:55:00,2018-01-08 07:55:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,1.0,0.0
2018-01-08 08:00:00,2018-01-08 08:00:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0
2018-01-08 08:05:00,2018-01-08 08:05:00,22.3,22.4,22.35,0.0,2.2349999999999524,0.09999999999999787,1.0,0.0
2018-01-08 08:10:00,2018-01-08 08:10:00,22.1,22.1,22.1,0.0,0.0,0.0,1.0,0.0
2018-01-08 08:15:00,2018-01-08 08:15:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 08:45:00,2018-01-08 08:45:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 08:50:00,2018-01-08 08:50:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 09:00:00,2018-01-08 09:00:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 09:10:00,2018-01-08 09:10:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 09:20:00,2018-01-08 09:20:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 09:25:00,2018-01-08 09:25:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 09:30:00,2018-01-08 09:30:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 09:45:00,2018-01-08 09:45:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 10:05:00,2018-01-08 10:05:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 10:15:00,2018-01-08 10:15:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 10:35:00,2018-01-08 10:35:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 10:50:00,2018-01-08 10:50:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 11:30:00,2018-01-08 11:30:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 11:40:00,2018-01-08 11:40:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 11:45:00,2018-01-08 11:45:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 11:50:00,2018-01-08 11:50:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 11:55:00,2018-01-08 11:55:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 12:05:00,2018-01-08 12:05:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 12:25:00,2018-01-08 12:25:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 12:40:00,2018-01-08 12:40:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 12:55:00,2018-01-08 12:55:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 13:10:00,2018-01-08 13:10:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 13:25:00,2018-01-08 13:25:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 13:30:00,2018-01-08 13:30:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 13:45:00,2018-01-08 13:45:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 13:50:00,2018-01-08 13:50:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0
2018-01-08 14:35:00,2018-01-08 14:35:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 14:50:00,2018-01-08 14:50:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 15:05:00,2018-01-08 15:05:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 15:20:00,2018-01-08 15:20:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2018-01-08 15:25:00,2018-01-08 15:25:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 15:30:00,2018-01-08 15:30:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0,0.0
2018-01-08 16:15:00,2018-01-08 16:15:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 16:25:00,2018-01-08 16:25:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0,0.0
2018-01-08 16:50:00,2018-01-08 16:50:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2018-01-08 17:00:00,2018-01-08 17:00:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0,0.0
2018-01-08 17:30:00,2018-01-08 17:30:00,21.8,21.9,21.85,1.1999999999999993,2.1849999999999534,0.09999999999999787,1.0,0.0
2018-01-08 17:35:00,2018-01-08 17:35:00,21.9,21.9,21.9,0.0,0.0,0.0,0.0,0.0
2018-01-08 17:50:00,2018-01-08 17:50:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 17:55:00,2018-01-08 17:55:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0
2018-01-08 18:00:00,2018-01-08 18:00:00,22.1,22.1,22.1,0.0,0.0,0.0,0.0,0.0
2018-01-08 18:30:00,2018-01-08 18:30:00,22.2,22.3,22.25,0.0,2.2250000000000316,0.10000000000000142,0.0,0.0
2018-01-08 18:35:00,2018-01-08 18:35:00,22.5,22.6,22.55,0.0,2.2550000000000323,0.10000000000000142,0.0,0.0
2018-01-08 18:40:00,2018-01-08 18:40:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,0.0
2018-01-08 18:45:00,2018-01-08 18:45:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,0.0,0.0
2018-01-08 18:50:00,2018-01-08 18:50:00,22.8,22.9,22.85,0.0,2.2849999999999513,0.09999999999999787,0.0,0.0
2018-01-08 18:55:00,2018-01-08 18:55:00,23.1,23.3,23.2,0.0,4.639999999999984,0.1999999999999993,0.0,0.0
2018-01-08 19:05:00,2018-01-08 19:05:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:10:00,2018-01-08 19:10:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:15:00,2018-01-08 19:15:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:20:00,2018-01-08 19:20:00,23.2,23.3,23.233333333333334,1.1999999999999993,2.325000000000033,0.10000000000000142,0.0,0.0
2018-01-08 19:25:00,2018-01-08 19:25:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:30:00,2018-01-08 19:30:00,23.5,23.5,23.5,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:35:00,2018-01-08 19:35:00,23.4,23.6,23.5,0.0,4.700000000000067,0.20000000000000284,0.0,0.0
2018-01-08 19:40:00,2018-01-08 19:40:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:50:00,2018-01-08 19:50:00,23.0,23.2,23.1,0.0,4.619999999999984,0.1999999999999993,0.0,0.0
2018-01-08 19:55:00,2018-01-08 19:55:00,22.9,23.0,22.95,0.0,2.2950000000000323,0.10000000000000142,0.0,1.0
2018-01-08 20:00:00,2018-01-08 20:00:00,22.6,22.8,22.700000000000003,0.0,4.539999999999985,0.1999999999999993,0.0,1.0
2018-01-08 20:05:00,2018-01-08 20:05:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-08 20:10:00,2018-01-08 20:10:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-08 20:15:00,2018-01-08 20:15:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0,1.0
2018-01-08 20:30:00,2018-01-08 20:30:00,22.1,22.1,22.1,0.0,0.0,0.0,0.0,1.0
2018-01-08 21:00:00,2018-01-08 21:00:00,22.0,22.1,22.05,0.0,2.2050000000000316,0.10000000000000142,0.0,0.0
2018-01-08 21:05:00,2018-01-08 21:05:00,22.1,22.4,22.26666666666667,0.0,6.674999999999937,0.29999999999999716,0.0,0.0
2018-01-08 21:10:00,2018-01-08 21:10:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,0.75,0.0
2018-01-08 21:15:00,2018-01-08 21:15:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0,0.0
2018-01-08 21:20:00,2018-01-08 21:20:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0,1.0
2018-01-08 21:25:00,2018-01-08 21:25:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0,1.0
2018-01-08 21:30:00,2018-01-08 21:30:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,1.0
2018-01-08 21:35:00,2018-01-08 21:35:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,0.0
2018-01-08 21:40:00,2018-01-08 21:40:00,22.0,22.1,22.05,0.0,2.2050000000000316,0.10000000000000142,1.0,0.0
2018-01-08 21:45:00,2018-01-08 21:45:00,22.1,22.1,22.1,0.0,0.0,0.0,1.0,0.0
2018-01-08 21:50:00,2018-01-08 21:50:00,22.3,22.4,22.35,0.0,2.2349999999999524,0.09999999999999787,1.0,0.0
2018-01-08 21:55:00,2018-01-08 21:55:00,22.6,22.7,22.65,0.0,2.2649999999999517,0.09999999999999787,1.0,0.0
2018-01-08 22:00:00,2018-01-08 22:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-08 22:05:00,2018-01-08 22:05:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-08 22:10:00,2018-01-08 22:10:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,1.0
2018-01-08 22:15:00,2018-01-08 22:15:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0,1.0
2018-01-08 22:35:00,2018-01-08 22:35:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,1.0
2018-01-08 22:40:00,2018-01-08 22:40:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,0.0
2018-01-08 23:00:00,2018-01-08 23:00:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0,1.0
2018-01-08 23:10:00,2018-01-08 23:10:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0,1.0
2018-01-09 00:50:00,2018-01-09 00:50:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,1.0
2018-01-09 00:55:00,2018-01-09 00:55:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0,1.0
2018-01-09 01:05:00,2018-01-09 01:05:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0,0.0
2018-01-09 01:10:00,2018-01-09 01:10:00,22.0,22.2,22.1,0.0,4.419999999999985,0.1999999999999993,1.0,0.0
2018-01-09 01:15:00,2018-01-09 01:15:00,22.3,22.5,22.4,0.0,4.4799999999999836,0.1999999999999993,1.0,0.0
2018-01-09 01:20:00,2018-01-09 01:20:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2018-01-09 01:25:00,2018-01-09 01:25:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-09 01:30:00,2018-01-09 01:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-09 03:10:00,2018-01-09 03:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-09 03:30:00,2018-01-09 03:30:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,1.0
2018-01-09 03:45:00,2018-01-09 03:45:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-09 04:00:00,2018-01-09 04:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-09 04:05:00,2018-01-09 04:05:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-09 04:15:00,2018-01-09 04:15:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-09 04:35:00,2018-01-09 04:35:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-09 04:55:00,2018-01-09 04:55:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,1.0,0.0
2018-01-09 05:15:00,2018-01-09 05:15:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2018-01-09 05:20:00,2018-01-09 05:20:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-09 05:30:00,2018-01-09 05:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-09 06:00:00,2018-01-09 06:00:00,22.8,23.0,22.9,0.0,4.579999999999983,0.1999999999999993,1.0,0.0
2018-01-09 06:40:00,2018-01-09 06:40:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0,0.0
2018-01-09 07:20:00,2018-01-09 07:20:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0,0.0
2018-01-09 07:35:00,2018-01-09 07:35:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0,0.0
2018-01-09 07:40:00,2018-01-09 07:40:00,23.3,23.3,23.3,0.0,0.0,0.0,1.0,0.0
2018-01-09 07:45:00,2018-01-09 07:45:00,23.1,23.2,23.15,0.0,2.3149999999999507,0.09999999999999787,1.0,0.0
2018-01-09 07:50:00,2018-01-09 07:50:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-09 07:55:00,2018-01-09 07:55:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,1.0,0.0
2018-01-09 08:00:00,2018-01-09 08:00:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2018-01-09 08:05:00,2018-01-09 08:05:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0
2018-01-09 08:10:00,2018-01-09 08:10:00,22.2,22.3,22.25,0.0,2.2250000000000316,0.10000000000000142,1.0,0.0
2018-01-09 08:15:00,2018-01-09 08:15:00,22.1,22.1,22.1,0.0,0.0,0.0,1.0,0.0
2018-01-09 08:20:00,2018-01-09 08:20:00,21.8,22.0,21.933333333333334,2.3999999999999986,4.379999999999984,0.1999999999999993,0.3333333333333333,1.0
2018-01-09 08:40:00,2018-01-09 08:40:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0,1.0
2018-01-09 08:45:00,2018-01-09 08:45:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0
2018-01-09 09:00:00,2018-01-09 09:00:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0,1.0
2018-01-09 09:05:00,2018-01-09 09:05:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0
2018-01-09 09:25:00,2018-01-09 09:25:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0,1.0
2018-01-09 09:30:00,2018-01-09 09:30:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0
2018-01-09 09:40:00,2018-01-09 09:40:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0
2018-01-09 09:50:00,2018-01-09 09:50:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0,1.0
2018-01-09 10:05:00,2018-01-09 10:05:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0
2018-01-09 10:15:00,2018-01-09 10:15:00,22.1,22.1,22.1,0.0,0.0,0.0,0.0,1.0
2018-01-09 10:35:00,2018-01-09 10:35:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0,1.0
2018-01-09 11:15:00,2018-01-09 11:15:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 11:30:00,2018-01-09 11:30:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 12:00:00,2018-01-09 12:00:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 12:10:00,2018-01-09 12:10:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 12:25:00,2018-01-09 12:25:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 12:40:00,2018-01-09 12:40:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 12:50:00,2018-01-09 12:50:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 13:30:00,2018-01-09 13:30:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 13:45:00,2018-01-09 13:45:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 13:55:00,2018-01-09 13:55:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 14:10:00,2018-01-09 14:10:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 14:25:00,2018-01-09 14:25:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 14:45:00,2018-01-09 14:45:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,1.0
2018-01-09 14:55:00,2018-01-09 14:55:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-09 15:20:00,2018-01-09 15:20:00,22.3,22.5,22.4,0.0,4.4799999999999836,0.1999999999999993,0.0,1.0
2018-01-09 15:25:00,2018-01-09 15:25:00,22.6,22.6,22.6,0.0,0.0,0.0,0.0,1.0
2018-01-09 15:30:00,2018-01-09 15:30:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,1.0
2018-01-09 15:35:00,2018-01-09 15:35:00,22.6,22.6,22.6,0.0,0.0,0.0,0.0,0.0
2018-01-09 15:40:00,2018-01-09 15:40:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0
2018-01-09 15:45:00,2018-01-09 15:45:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,0.0
2018-01-09 16:15:00,2018-01-09 16:15:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0
2018-01-09 16:30:00,2018-01-09 16:30:00,22.3,22.5,22.4,0.0,4.4799999999999836,0.1999999999999993,0.0,0.0
2018-01-09 16:35:00,2018-01-09 16:35:00,22.6,22.6,22.6,0.0,0.0,0.0,0.0,0.0
2018-01-09 16:40:00,2018-01-09 16:40:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,0.0
2018-01-09 16:50:00,2018-01-09 16:50:00,22.8,23.0,22.933333333333334,0.0,4.579999999999983,0.1999999999999993,0.0,1.0
2018-01-09 16:55:00,2018-01-09 16:55:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,1.0
2018-01-09 17:00:00,2018-01-09 17:00:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,1.0
2018-01-09 17:05:00,2018-01-09 17:05:00,22.5,22.6,22.566666666666666,0.0,2.2550000000000323,0.10000000000000142,0.0,1.0
2018-01-09 17:30:00,2018-01-09 17:30:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0,0.0
2018-01-09 17:40:00,2018-01-09 17:40:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0
2018-01-09 17:45:00,2018-01-09 17:45:00,22.5,22.6,22.55,0.0,2.2550000000000323,0.10000000000000142,0.0,0.0
2018-01-09 18:05:00,2018-01-09 18:05:00,22.6,22.8,22.666666666666668,0.0,4.539999999999985,0.1999999999999993,0.0,0.0
2018-01-09 18:10:00,2018-01-09 18:10:00,22.7,22.8,22.766666666666666,0.0,2.2750000000000323,0.10000000000000142,0.0,0.0
2018-01-09 18:15:00,2018-01-09 18:15:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,0.0
2018-01-09 18:20:00,2018-01-09 18:20:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0
2018-01-09 18:25:00,2018-01-09 18:25:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,0.0,0.0
