ts,ref_temp,real_temp,balcony,cabine
00:12.2,21.3,22,1,0
02:12.2,21.3,21.9,1,0
04:12.2,21.3,22,1,0
07:12.2,21.3,22,1,1
15:12.2,21.3,22.1,1,1
46:12.2,21.3,22.1,1,0
33:42.2,21.3,22.1,1,1
34:42.2,21.3,22.1,1,0
37:42.2,21.3,22.1,1,1
51:12.2,21.3,22.1,1,0
56:12.2,21.3,22.1,1,1
55:12.2,21.3,22.1,1,0
38:42.2,21.3,22.1,0,0
46:12.2,22.5,22,1,1
47:25.5,22.5,22,0,1
47:42.2,21.9,25,0,1
50:42.2,21.9,24.9,0,1
53:42.2,21.9,25,0,1
56:12.2,21.9,25,0,1
56:42.2,21.9,24.9,0,1
58:42.2,21.9,24.8,0,1
59:12.2,21.9,24.8,0,1
00:42.2,21.9,24.6,0,1
02:42.2,21.9,24.5,0,1
04:42.2,21.9,24.4,0,1
06:42.2,21.9,24.3,0,1
08:42.2,21.9,24.1,0,1
10:42.2,21.9,24,0,1
12:42.2,21.9,23.8,0,1
15:42.2,21.9,23.7,0,1
17:42.2,21.9,23.6,0,1
21:12.2,21.9,23.4,0,1
23:42.2,21.9,23.3,0,1
27:42.2,21.9,23.2,0,1
32:12.2,21.9,23.2,0,0
33:12.2,21.9,23.1,0,0
42:42.2,21.9,22.9,0,0
43:42.2,21.9,23.1,0,0
46:42.2,21.9,23.2,0,0
53:42.2,21.9,23.3,0,0
14:12.2,21.9,23.5,0,0
15:42.2,21.9,23.3,0,0
17:42.2,21.9,23.2,0,0
20:42.2,21.9,23.1,0,0
23:42.2,21.9,23,0,0
29:12.2,21.9,22.8,0,0
36:42.2,21.9,22.7,0,0
59:12.2,21.9,22.7,0,1
04:42.2,21.9,22.6,0,1
12:42.2,21.9,22.4,0,1
32:42.2,21.9,22.3,0,1
48:42.2,21.9,22.2,0,1
11:12.2,22.5,22.2,0,0
16:12.2,22.5,22,0,0
19:42.2,22.5,22.2,0,0
23:42.2,22.5,22.3,0,0
25:12.2,22.5,22.4,0,0
28:12.2,22.5,22.5,0,0
30:42.2,22.5,22.7,0,0
34:12.2,22.5,22.8,0,0
41:42.2,22.5,22.9,0,0
48:42.2,23.1,23,0,0
51:42.2,23.1,23.2,0,0
54:12.2,23.1,23.3,0,0
58:12.2,23.1,23.2,0,0
01:42.2,23.1,23,0,0
04:12.2,23.1,22.9,0,0
07:12.2,23.1,22.8,0,0
10:12.2,23.1,22.7,0,0
11:42.2,23.1,22.5,0,0
15:12.2,23.1,22.4,0,0
17:42.3,23.1,22.3,0,0
20:12.2,23.1,22.2,0,0
24:12.2,23.1,22,0,0
27:12.2,23.1,21.9,0,0
32:42.2,23.1,21.8,0,0
41:12.2,23.1,21.7,0,0
24:12.2,23.1,21.5,0,0
08:42.2,23.1,21.6,0,0
25:42.2,23.1,21.5,0,0
24:42.2,23.1,21.6,0,0
04:42.2,23.1,21.5,0,0
15:42.2,23.1,21.6,0,0
08:42.2,21.3,21.6,0,0
15:12.2,21.3,21.5,0,0
20:12.2,21.3,21.6,0,0
22:42.2,21.3,21.8,0,0
25:12.2,21.3,21.9,0,0
27:42.2,21.3,22,0,0
29:42.2,21.3,22.1,0,0
35:42.2,21.3,22.3,0,0
50:42.2,21.3,22.4,0,0
58:42.2,21.3,22.3,0,0
17:12.2,21.3,22.1,0,0
12:42.2,21.3,22.1,0,0
13:12.3,21.3,22,0,0
15:12.2,21.3,22.1,0,0
23:12.2,21.3,22.3,0,0
34:42.2,21.3,22.3,0,1
39:12.2,21.3,22.1,0,1
51:42.2,21.3,22.1,0,0
53:12.2,21.3,22,0,0
57:12.2,21.3,21.9,0,0
00:12.2,21.3,22,0,0
02:12.2,21.3,22,1,0
05:42.2,21.3,22.1,1,0
16:42.2,21.3,22.3,1,0
18:42.2,21.3,22.1,1,0
19:42.2,21.3,22.2,1,0
22:42.2,21.3,22.4,1,0
25:12.2,21.3,22.5,1,0
28:42.2,21.3,22.6,1,0
32:12.2,21.3,22.8,1,0
35:12.2,21.3,22.9,1,0
44:12.2,21.3,23,1,0
46:12.2,21.3,23.1,1,0
51:42.2,21.3,23.3,1,0
53:42.2,21.3,23.1,1,0
54:12.2,21.3,23.1,1,1
58:12.2,21.3,23,1,0
01:12.2,21.3,22.8,1,0
05:12.2,21.3,23,1,0
22:42.2,22.5,23.1,1,0
23:12.2,22.5,23.3,1,0
24:12.2,22.5,23.1,1,0
25:42.2,22.5,23,1,0
28:12.2,22.5,22.8,1,0
33:12.3,22.5,22.7,1,0
34:42.2,22.5,22.6,1,0
36:12.2,22.5,22.7,1,0
39:42.2,22.5,22.8,1,0
45:12.2,22.5,23,1,0
53:42.2,22.5,22.8,1,0
54:12.2,21.9,22.7,1,0
56:12.2,21.9,22.8,1,0
57:12.2,21.9,22.8,1,1
59:12.2,21.9,22.7,1,1
02:42.2,21.9,22.5,1,1
05:12.2,21.9,22.4,1,1
08:42.2,21.9,22.3,1,1
13:42.2,21.9,22.2,1,1
19:42.2,21.9,22,1,1
39:42.2,21.9,22,1,0
45:42.2,21.9,22,1,1
46:12.2,21.9,21.9,1,1
48:42.2,21.9,22,1,1
56:42.2,21.9,22,1,0
57:12.2,21.9,22.2,1,0
57:42.2,21.9,22,1,0
03:42.2,21.9,22.2,1,0
11:42.2,21.9,22.3,1,0
41:42.2,21.9,22.4,1,0
04:42.2,21.9,22.6,1,0
06:12.2,21.9,22.7,1,0
09:42.2,21.9,22.8,1,0
10:42.2,21.9,22.8,1,1
14:42.2,21.9,22.7,1,1
20:42.2,21.9,22.6,1,1
29:12.2,21.9,22.4,1,1
44:42.2,21.9,22.3,1,1
45:42.2,21.9,22.3,1,0
47:42.2,21.9,22.2,1,0
50:42.2,21.9,22.3,1,0
56:12.2,21.9,22.3,1,1
58:12.2,21.9,22.4,1,1
08:12.2,21.9,22.3,1,1
18:42.2,21.9,22.2,1,1
44:12.2,21.9,22,1,1
03:42.2,21.9,21.9,1,1
36:12.2,21.9,22,1,1
46:12.2,21.9,21.9,1,1
08:42.2,21.9,22,1,1
12:12.2,21.9,22,1,0
14:42.2,21.9,21.9,1,0
19:12.2,21.9,22,1,0
24:42.2,21.9,22.2,1,0
31:42.2,21.9,22.2,1,1
40:42.2,21.9,22.3,1,1
52:42.2,21.9,22.2,1,1
25:42.2,21.9,22,1,1
10:12.2,21.9,22,1,0
19:12.2,21.9,21.9,1,0
29:42.2,21.9,22,1,0
59:12.2,21.9,22.2,1,0
19:42.2,21.9,22.3,1,0
22:42.2,21.9,22.4,1,0
26:12.2,21.9,22.5,1,0
29:12.2,21.9,22.5,1,1
30:12.2,21.9,22.7,1,1
42:12.2,21.9,22.5,1,1
54:42.2,21.9,22.4,1,1
01:42.2,21.9,22.3,1,1
04:12.2,21.9,22.3,1,0
10:42.2,21.9,22.2,1,0
17:42.2,21.9,22.3,1,0
20:12.2,21.9,22.3,1,1
23:12.2,21.9,22.3,1,0
24:12.2,21.9,22.4,1,0
25:12.2,21.9,22.5,1,0
28:12.2,21.9,22.4,1,0
44:42.2,21.9,22.4,1,1
45:12.2,21.9,22.4,1,0
48:12.2,21.9,22.5,1,0
04:12.2,21.9,22.5,1,1
11:12.2,21.9,22.4,1,1
22:42.2,21.9,22.3,1,1
44:12.2,21.9,22.2,1,1
34:42.2,21.9,22.2,1,0
35:42.2,21.9,22,1,0
38:12.2,21.9,21.9,1,0
42:42.2,21.9,22,1,0
58:42.2,21.9,22.2,1,0
09:42.2,21.9,22.3,1,0
13:42.2,21.9,22.4,1,0
19:42.2,21.9,22.6,1,0
38:42.2,21.9,22.7,1,0
09:12.2,21.9,22.6,1,0
09:42.2,22.5,22.6,1,0
16:12.2,22.5,22.7,1,0
18:12.2,22.5,22.6,1,0
21:12.2,22.5,22.4,1,0
24:12.2,22.5,22.3,1,0
28:12.2,22.5,22.2,1,0
33:12.2,22.5,22,1,0
38:42.2,22.5,21.9,1,0
05:12.2,22.5,21.8,1,0
15:12.2,22.5,21.9,1,0
25:12.2,22.5,21.8,1,0
33:12.2,22.5,21.6,1,0
05:42.2,22.5,21.8,1,0
19:12.2,22.5,21.9,1,0
25:42.2,22.5,21.8,1,0
35:12.2,22.5,21.6,1,0
04:12.2,22.5,21.8,1,0
15:12.2,22.5,21.9,1,0
15:12.2,22.5,21.8,1,0
28:42.2,22.5,21.9,1,0
10:12.2,22.5,21.8,1,0
22:12.2,22.5,21.9,1,0
52:42.2,22.5,21.8,1,0
06:12.2,22.5,21.9,1,0
27:12.2,22.5,21.8,1,0
43:12.2,22.5,21.9,1,0
07:42.2,22.5,21.8,1,0
23:42.2,22.5,21.9,1,0
42:42.2,21.3,21.9,1,0
46:12.2,21.3,21.8,1,0
49:12.2,21.3,21.9,1,0
51:12.2,21.3,22,1,0
53:12.2,21.3,22.2,1,0
55:12.2,21.3,22.3,1,0
57:12.2,21.3,22.4,1,0
00:12.2,21.3,22.5,1,0
04:12.2,21.3,22.7,1,0
05:12.2,21.3,22.8,1,0
08:42.2,21.3,22.9,1,0
14:12.2,21.3,23.1,1,0
25:12.2,21.3,23.2,1,0
28:12.2,21.3,23.3,1,0
37:42.2,21.3,23.5,1,0
42:42.2,21.3,23.3,1,0
48:12.2,21.3,23.2,1,0
48:42.3,21.3,23.2,1,1
50:12.2,21.3,23.1,1,1
55:12.2,21.3,23,1,1
00:12.2,21.3,22.8,1,1
06:42.2,21.3,22.7,1,1
07:42.2,21.3,22.7,1,0
12:42.2,21.3,22.6,1,0
14:12.2,21.3,22.7,1,0
21:12.2,21.3,22.8,1,0
23:42.2,21.3,22.8,1,1
29:12.2,21.3,23,1,1
32:12.2,21.3,22.8,1,1
37:42.2,21.3,22.7,1,1
45:12.2,21.3,22.6,1,1
54:12.2,21.3,22.5,1,1
03:42.2,21.3,22.5,1,0
04:12.2,21.3,22.3,1,0
21:12.2,21.3,22.2,1,0
41:12.2,21.3,22.3,1,0
55:42.2,21.3,22.3,1,1
19:12.2,21.3,22.3,1,0
20:12.2,21.3,22.5,1,0
23:12.2,21.3,22.5,1,1
25:42.2,21.3,22.3,1,1
45:42.2,21.3,22.4,1,1
07:12.2,21.3,22.4,1,0
07:42.2,21.3,22.3,1,0
08:42.2,21.3,22.3,0,0
11:42.2,21.3,22.1,0,0
19:12.2,21.3,22.3,0,0
35:42.2,21.3,22.4,0,0
52:12.2,21.3,22.5,0,0
02:12.2,21.3,22.6,0,0
12:12.2,21.3,22.6,0,1
32:42.2,21.3,22.8,0,1
52:42.2,21.3,22.8,0,0
53:12.2,21.3,22.6,0,0
54:42.2,21.3,22.5,0,0
57:42.2,21.3,22.5,0,1
58:42.2,21.3,22.5,1,1
08:42.2,21.3,22.7,1,1
30:42.2,21.3,22.5,1,1
55:42.2,21.3,22.4,1,1
30:12.2,21.3,22.3,1,1
01:42.2,21.3,22.2,1,1
07:12.2,21.3,22.2,1,0
13:42.2,21.3,22,1,0
20:12.2,21.3,22.2,1,0
35:42.2,21.3,22.3,1,0
48:12.2,21.3,22.4,1,0
06:12.2,21.3,22.5,1,0
26:12.2,21.3,22.5,0,0
30:42.2,21.3,22.7,0,0
02:42.2,22.5,22.8,0,0
11:12.2,22.5,22.9,0,0
16:42.2,22.5,23.1,0,0
19:12.2,22.5,23.1,0,1
21:42.2,22.5,23.2,0,1
39:12.2,22.5,23.1,0,1
57:42.2,22.5,22.9,0,1
09:42.2,22.5,22.9,0,0
10:12.2,22.5,22.8,0,0
11:42.2,22.5,22.7,0,0
13:42.2,22.5,22.8,0,0
15:42.2,22.5,22.9,0,0
19:12.2,22.5,22.9,0,1
23:42.2,22.5,23,0,1
35:42.2,22.5,22.9,0,1
52:42.2,22.5,22.8,0,1
05:12.2,22.5,22.7,0,1
14:42.2,22.5,22.7,0,0
16:42.2,22.5,22.5,1,0
18:42.2,22.5,22.7,1,0
20:42.2,22.5,22.7,1,1
30:42.2,22.5,22.8,1,1
34:42.2,22.5,22.8,1,0
48:42.2,22.5,22.8,1,1
49:01.7,22.5,22.8,1,0
49:12.2,23.1,22.8,1,0
57:12.2,23.1,22.7,1,0
13:12.2,23.1,22.7,1,1
15:42.2,23.1,22.8,1,1
28:12.2,23.1,22.7,1,1
32:12.2,23.1,22.7,1,0
06:12.2,23.1,22.5,1,0
29:12.2,23.1,22.7,1,0
48:12.2,23.1,22.8,1,0
13:42.2,23.1,22.9,1,0
29:42.2,23.1,23,1,0
33:42.2,23.1,23.2,1,0
36:12.2,22.5,23.2,1,0
41:12.2,22.5,23.3,1,0
44:42.2,22.5,23.2,1,0
49:12.2,22.5,23,1,0
51:12.2,22.5,22.9,1,0
55:12.2,22.5,22.8,1,0
59:12.2,22.5,22.7,1,0
02:12.2,22.5,22.5,1,0
05:12.2,22.5,22.4,1,0
09:42.2,22.5,22.3,1,0
14:12.2,22.5,22.1,1,0
19:12.2,22.5,22,1,0
49:12.2,22.5,21.8,1,0
54:42.2,22.5,22,1,0
02:12.2,22.5,21.8,1,0
12:12.2,22.5,21.7,1,0
20:42.2,22.5,21.8,1,0
26:12.2,22.5,22,1,0
31:12.2,22.5,21.8,1,0
46:12.2,22.5,21.7,1,0
05:12.2,22.5,21.8,1,0
17:12.2,22.5,21.7,1,0
36:12.2,22.5,21.8,1,0
52:42.2,22.5,21.7,1,0
32:42.2,22.5,21.8,1,0
42:12.2,22.5,21.7,1,0
49:42.2,22.5,21.8,1,0
54:42.2,22.5,22,1,0
57:42.2,22.5,21.8,1,0
09:42.2,22.5,21.7,1,0
25:42.2,22.5,21.8,1,0
41:42.2,22.5,21.7,1,0
58:12.2,22.5,21.8,1,0
11:42.3,22.5,21.7,1,0
27:42.2,22.5,21.8,1,0
33:12.2,22.5,21.7,1,0
47:42.3,22.5,21.8,1,0
50:12.3,22.5,22,1,0
36:42.2,22.5,21.8,1,0
53:12.3,22.5,21.7,1,0
09:42.2,22.5,21.8,1,0
22:42.2,22.5,21.7,1,0
27:12.2,22.5,21.8,1,0
34:42.2,22.5,21.9,1,0
17:42.2,22.5,21.8,1,0
26:42.2,22.5,21.9,1,0
52:12.2,22.5,21.8,1,0
00:12.2,22.5,21.9,1,0
30:12.2,22.5,21.8,1,0
34:12.2,21.3,21.9,1,0
37:12.2,21.3,21.9,0,0
51:12.2,21.3,22,0,0
55:42.2,21.3,22.2,0,0
00:42.2,21.3,22.1,0,0
34:12.2,21.3,22.2,0,0
34:42.2,21.3,22.3,0,0
37:42.2,21.3,22.5,0,0
39:42.2,21.3,22.6,0,0
43:12.2,21.3,22.7,0,0
46:12.2,21.3,22.8,0,0
46:42.2,21.3,22.7,0,0
50:12.2,21.3,22.8,0,0
51:12.2,21.3,22.9,0,0
55:12.2,21.3,23.1,0,0
56:12.2,21.3,23.2,0,0
58:12.2,21.3,23.3,0,0
06:12.2,21.3,23.2,0,0
11:12.2,21.3,23.3,0,0
17:12.2,21.3,23.2,0,0
20:12.2,21.3,23.3,0,0
22:42.2,21.3,23.2,0,0
24:42.2,22.5,23.2,0,0
26:42.2,22.5,23.3,0,0
33:42.2,22.5,23.5,0,0
36:42.2,22.5,23.6,0,0
38:42.2,22.5,23.4,0,0
43:12.2,22.5,23.3,0,0
53:12.2,22.5,23.2,0,0
54:42.2,22.5,23,0,0
55:12.2,22.5,23,0,1
58:42.2,22.5,22.9,0,1
00:12.2,22.5,22.8,0,1
02:12.3,22.5,22.6,0,1
05:42.2,22.5,22.5,0,1
11:42.2,22.5,22.3,0,1
18:42.2,22.5,22.2,0,1
32:12.2,22.5,22.1,0,1
00:12.2,22.5,22.1,0,0
02:12.2,22.5,22,0,0
05:42.2,22.5,22.1,0,0
06:42.2,22.5,22.3,0,0
09:12.2,22.5,22.4,0,0
10:42.2,22.5,22.6,0,0
12:42.2,22.5,22.6,1,0
13:12.2,22.5,22.5,1,0
14:12.2,22.5,22.7,1,0
16:12.2,22.5,22.5,1,0
19:42.2,22.5,22.7,1,0
20:12.2,22.5,22.7,1,1
22:42.2,22.5,22.5,1,1
27:42.2,22.5,22.4,1,1
34:12.2,22.5,22.3,1,1
39:42.2,22.5,22.3,1,0
40:42.2,21.9,22.1,1,0
43:42.2,21.9,22,1,0
47:42.2,21.9,22.1,1,0
50:12.2,21.9,22.3,1,0
53:12.2,21.9,22.4,1,0
57:12.2,21.9,22.6,1,0
59:42.2,21.9,22.7,1,0
02:42.2,21.9,22.8,1,0
03:42.2,21.9,22.8,1,1
05:42.2,21.9,22.7,1,1
11:12.2,21.9,22.6,1,1
17:42.2,21.9,22.4,1,1
36:42.2,21.9,22.3,1,1
43:12.2,21.9,22.3,1,0
00:42.2,21.9,22.3,1,1
11:12.2,21.9,22.2,1,1
54:42.2,21.9,22,1,1
59:42.2,21.9,21.9,1,1
05:42.2,22.5,21.9,1,0
10:42.2,22.5,22,1,0
13:42.2,22.5,22.2,1,0
15:42.2,22.5,22.3,1,0
18:42.2,22.5,22.5,1,0
20:42.2,22.5,22.6,1,0
25:42.2,22.5,22.7,1,0
30:12.2,22.5,22.8,1,0
10:42.2,22.5,22.8,1,1
30:12.2,22.5,23,1,1
46:12.2,22.5,22.8,1,1
03:12.2,22.5,22.8,1,0
07:42.2,22.5,22.7,1,0
19:12.2,22.5,22.7,1,1
37:42.2,22.5,22.8,1,1
57:42.2,22.5,22.8,1,0
58:12.2,22.5,22.7,1,0
17:12.2,22.5,22.6,1,0
23:12.2,22.5,22.7,1,0
34:12.2,22.5,22.8,1,0
01:42.2,23.1,22.8,1,0
02:12.2,23.1,23,1,0
42:12.2,23.1,23.1,1,0
21:12.2,23.1,23.2,1,0
36:12.2,23.7,23.2,1,0
43:12.2,23.7,23.3,1,0
45:42.2,23.7,23.2,1,0
48:12.2,23.7,23.1,1,0
54:12.2,23.7,23,1,0
56:12.2,23.7,22.8,1,0
59:12.2,23.7,22.7,1,0
03:12.2,23.7,22.6,1,0
06:42.2,23.7,22.5,1,0
11:12.2,23.7,22.3,1,0
13:12.2,23.7,22.2,1,0
17:42.2,23.7,22.1,1,0
23:42.2,23.7,22,1,0
24:42.2,23.7,22,0,1
24:42.2,21.3,21.8,0,1
40:52.4,21.3,21.8,0,1
41:21.3,21.3,21.8,0,1
45:51.3,21.3,22,0,1
02:21.3,21.3,21.8,0,1
08:51.3,21.3,22,0,1
27:21.3,21.3,21.8,0,1
34:21.3,21.3,22,0,1
44:21.3,21.3,22,0,1
51:51.3,21.3,21.8,0,1
06:21.3,21.3,22,0,1
17:51.3,21.3,22.1,0,1
37:51.3,21.3,22.2,0,1
19:51.3,21.3,22.3,0,1
33:21.3,21.3,22.5,0,1
01:51.3,21.3,22.3,0,1
14:51.3,21.3,22.5,0,1
27:21.3,21.3,22.3,0,1
41:51.3,21.3,22.5,0,1
52:21.3,21.3,22.3,0,1
31:21.3,21.3,22.5,0,1
46:21.3,21.3,22.3,0,1
59:21.3,21.3,22.5,0,1
11:21.3,21.3,22.3,0,1
28:21.3,21.3,22.5,0,1
48:21.3,21.3,22.3,0,1
58:21.3,21.3,22.5,0,1
22:51.3,21.3,22.3,0,1
23:51.3,21.3,22.5,0,1
26:51.3,21.3,22.6,0,1
31:21.3,21.3,22.7,0,1
34:21.3,21.3,22.7,0,0
37:21.3,21.3,22.6,0,0
42:51.3,21.3,22.5,0,0
49:21.3,21.3,22.3,0,0
16:21.3,21.3,22.2,0,0
33:21.3,21.3,22.3,0,0
34:51.3,21.3,22.5,0,0
37:51.3,21.3,22.6,0,0
39:51.3,21.3,22.6,0,0
43:21.3,21.3,22.7,0,0
50:51.3,21.3,22.8,0,0
51:21.3,21.3,23,0,0
53:51.3,21.3,23,0,1
56:21.3,21.3,22.8,0,1
01:51.3,21.3,22.7,0,1
06:21.3,21.3,22.6,0,1
08:51.3,21.3,22.6,0,0
09:51.3,21.3,22.5,0,0
34:21.3,21.3,22.3,0,0
40:51.3,21.3,22.5,0,0
45:21.3,21.3,22.6,0,0
49:51.3,21.3,22.5,0,0
05:21.3,21.3,22.6,0,0
06:51.3,21.3,22.8,0,0
09:51.3,21.3,22.6,0,0
11:21.3,21.3,22.8,0,0
11:51.3,21.3,22.7,0,0
12:21.3,21.3,22.8,0,0
18:21.3,21.3,22.7,0,0
24:21.3,21.3,22.5,0,0
26:21.3,21.3,22.7,0,0
28:21.3,21.3,22.5,0,0
35:21.3,21.3,22.4,0,0
39:21.3,21.3,22.6,0,0
40:21.3,21.3,22.8,0,0
45:51.3,21.3,22.7,0,0
48:21.3,21.3,22.8,0,0
49:21.3,21.3,23,0,0
49:51.3,21.3,23.2,0,0
50:21.3,21.3,22.9,0,0
51:51.3,21.3,22.8,0,0
53:21.3,21.3,22.6,0,0
54:21.3,21.3,22.9,0,0
55:21.3,21.3,22.8,0,0
59:21.3,21.3,22.9,0,0
08:51.3,21.3,22.8,0,0
09:51.3,21.3,23.1,0,0
11:21.3,21.3,22.9,0,0
14:21.3,21.3,23,0,0
16:51.3,21.3,22.8,0,0
19:51.3,21.3,22.7,0,0
21:51.3,21.3,22.8,0,0
32:21.3,21.3,22.7,0,0
34:51.3,21.3,22.8,0,0
44:21.3,21.3,22.9,0,0
48:51.3,21.3,23.1,0,0
54:51.3,21.3,22.9,0,0
56:21.3,21.3,22.9,0,1
57:21.3,21.3,22.8,0,1
00:51.3,21.3,22.7,0,1
03:21.3,21.3,22.6,0,1
11:51.3,21.3,22.4,0,1
18:51.3,21.3,22.3,0,1
47:51.3,21.3,22.2,0,1
52:21.3,21.3,22.2,0,0
56:51.3,21.3,22.2,0,1
00:51.3,21.3,22.3,0,1
08:21.3,21.3,22.3,0,0
09:51.3,21.3,22.4,0,0
11:51.3,21.3,22.6,0,0
15:51.3,21.3,22.7,0,0
22:51.3,21.3,22.8,0,0
23:51.3,21.3,23,1,0
26:51.3,21.3,22.8,1,0
35:51.3,21.3,23,1,0
36:51.3,21.9,23,1,0
57:51.3,21.9,22.8,1,0
03:51.3,21.9,23,1,0
10:21.3,21.9,23,1,1
14:51.3,21.9,23.1,1,1
52:21.3,21.9,23.1,1,0
58:21.3,21.9,23.1,1,1
16:21.3,21.9,23,1,1
07:51.3,21.9,23,1,0
08:21.3,21.9,22.8,1,0
08:51.3,21.9,23,1,0
16:21.3,21.9,22.8,1,0
20:51.3,21.9,22.9,1,0
25:51.3,21.9,23.1,1,0
30:21.3,21.9,23.2,1,0
37:51.3,21.9,23.1,1,0
42:51.3,21.9,23,1,0
08:21.3,21.9,23.1,1,0
21:21.3,21.9,23,1,0
23:51.3,22.5,23,1,0
47:51.3,22.5,23.1,1,0
58:21.3,22.5,23.3,1,0
02:21.3,22.5,23.4,1,0
05:21.3,22.5,23.4,1,1
10:51.3,22.5,23.6,1,1
21:21.3,22.5,23.6,1,0
30:51.3,22.5,23.6,1,1
31:21.3,22.5,23.4,1,1
38:21.3,22.5,23.6,1,1
57:21.3,22.5,23.4,1,1
19:51.3,22.5,23.3,1,1
32:51.3,22.5,23.3,1,0
00:21.3,22.5,23.2,1,0
02:21.3,22.5,23.3,1,0
13:21.3,22.5,23.5,1,0
31:21.3,22.5,23.6,1,0
36:21.3,22.5,23.7,1,0
51:51.3,22.5,23.6,1,0
59:21.3,22.5,23.7,1,0
05:21.3,22.5,23.6,1,0
20:51.3,22.5,23.5,1,0
28:51.3,22.5,23.6,1,0
31:51.3,22.5,23.7,1,0
34:51.3,22.5,23.8,1,0
40:51.3,23.1,23.8,1,0
42:51.3,23.1,23.7,1,0
44:51.3,23.1,23.6,1,0
46:51.3,23.1,23.4,1,0
49:51.3,23.1,23.3,1,0
51:51.3,23.1,23.2,1,0
55:21.3,23.1,23,1,0
56:51.3,23.1,22.9,1,0
01:21.3,23.1,22.8,1,0
04:51.3,23.1,22.7,1,0
07:51.3,23.1,22.5,1,0
35:51.3,23.1,22.4,1,0
43:21.3,23.1,22.5,1,0
49:51.3,23.1,22.4,1,0
00:51.3,23.1,22.3,1,0
12:51.3,23.1,22.4,1,0
19:51.3,23.1,22.5,1,0
27:21.3,23.1,22.4,1,0
28:51.3,23.1,22.5,1,0
31:21.3,23.1,22.7,1,0
34:51.3,23.1,22.5,1,0
49:21.3,23.1,22.4,1,0
02:21.3,23.1,22.3,1,0
12:21.3,23.1,22.4,1,0
17:51.3,23.1,22.6,1,0
21:21.3,23.1,22.5,1,0
42:51.3,23.1,22.3,1,0
53:21.3,23.1,22.5,1,0
11:21.3,23.1,22.3,1,0
20:21.3,23.1,22.5,1,0
36:21.3,23.1,22.3,1,0
47:51.3,23.1,22.5,1,0
12:51.3,23.1,22.3,1,0
26:51.3,23.1,22.5,1,0
47:21.3,23.1,22.3,1,0
01:21.3,23.1,22.5,1,0
20:21.3,23.1,22.3,1,0
33:51.3,23.1,22.5,1,0
49:21.3,23.1,22.3,1,0
02:21.3,23.1,22.5,1,0
12:21.3,21.9,22.5,1,0
12:21.3,21.9,22.3,1,0
26:21.3,21.9,22.5,1,0
36:51.3,21.9,22.6,1,0
49:21.3,21.9,22.8,1,0
09:51.3,21.9,22.9,1,0
10:51.3,21.9,23,1,0
16:21.3,21.9,23.2,1,0
20:51.3,21.9,23.3,1,0
25:51.3,21.9,23.2,1,1
28:51.3,21.9,23,1,1
34:21.3,21.9,22.9,1,1
42:51.3,21.9,22.8,1,1
58:21.3,21.9,22.8,1,0
00:51.3,21.9,22.7,1,0
15:21.3,21.9,22.8,1,0
25:51.3,21.9,22.9,1,0
29:51.3,21.9,23,1,0
35:51.3,21.9,23,1,1
37:51.3,21.9,23,1,0
38:51.3,21.9,23.2,1,0
48:21.3,21.9,23.3,1,0
49:21.3,21.9,23.5,1,0
51:21.3,21.9,23.4,1,0
51:51.3,21.9,23.2,0,0
52:21.3,21.9,23.3,0,0
52:51.3,21.9,23.9,0,0
54:51.3,21.9,23.5,0,0
55:21.3,21.9,23.5,0,1
55:51.3,21.9,23.3,0,0
56:21.3,21.9,23.2,0,0
00:21.3,21.9,23,0,0
04:21.3,21.9,23.2,0,0
05:51.3,21.9,23.2,0,1
06:21.3,21.9,23.3,0,1
14:21.3,21.9,23.4,0,1
17:21.3,21.9,23.3,0,1
23:51.3,21.9,23.2,0,1
29:21.3,21.9,23.2,0,0
35:21.3,21.9,23,0,0
36:21.3,21.9,23.2,0,0
48:51.3,21.9,23.3,0,0
49:21.3,21.9,23.4,0,0
51:51.3,21.9,23.6,0,0
52:21.3,21.9,23.4,0,0
53:21.3,21.9,23.3,0,0
56:51.3,21.9,23.2,0,0
58:21.3,21.9,23.2,1,0
59:51.3,21.9,23.4,1,0
00:51.3,21.9,23.3,1,0
05:51.3,21.9,23.1,1,0
06:51.3,21.9,23.3,1,0
12:51.3,21.9,23.4,1,0
23:21.3,21.9,23.5,1,0
27:51.3,21.9,23.4,1,0
29:51.3,21.9,23.3,1,0
31:51.3,21.9,23.1,1,0
34:51.3,21.9,23,1,0
38:51.3,21.9,22.9,1,0
42:21.3,21.9,22.8,1,0
50:21.3,21.9,22.6,1,0
51:51.3,22.5,22.6,1,0
02:21.3,22.5,22.5,1,0
30:21.3,22.5,22.6,1,0
31:21.3,22.5,22.9,1,0
31:51.3,22.5,23.1,1,0
32:21.3,22.5,23.2,1,0
33:21.3,22.5,23,1,0
34:51.3,22.5,23.2,1,0
36:51.3,22.5,23.3,1,0
41:51.3,22.5,23.2,1,0
46:51.3,22.5,23.5,1,0
49:51.3,22.5,23.7,1,0
54:21.3,22.5,23.5,1,0
57:21.3,22.5,23.7,1,0
17:21.3,22.5,23.7,1,1
18:51.3,22.5,23.5,1,1
25:21.3,22.5,23.5,1,0
31:51.3,22.5,23.5,1,1
41:51.3,22.5,23.4,1,1
56:51.3,22.5,23.4,1,0
04:51.3,22.5,23.3,1,0
08:51.3,22.5,23.4,1,0
15:51.3,22.5,23.5,1,0
16:51.3,22.5,23.7,1,0
18:21.4,22.5,23.7,1,1
